accel,color,cyl,displ,hp,marker,mpg,name,origin,size,weight,yr
8.0,green,8,340.0,160,o,14.0,plymouth 'cuda 340,US,36.18022499999999,3609,70
12.2,green,8,400.0,190,o,15.5,chrysler cordoba,US,51.960069444444436,4325,77
17.8,red,6,258.0,95,o,17.5,amc pacer d/l,US,28.32013611111111,3193,76
12.5,green,8,350.0,180,o,12.0,oldsmobile vista cruiser,US,56.225002777777775,4499,73
14.5,blue,4,97.0,78,s,29.0,volkswagen rabbit custom,Europe,10.454444444444443,1940,77
13.9,green,8,304.0,120,o,15.5,amc matador,US,43.604011111111106,3962,76
14.4,blue,4,98.0,80,o,35.7,dodge colt hatchback custom,US,10.186736111111113,1915,79
18.2,blue,4,97.0,75,x,26.0,toyota corolla liftback,Asia,14.250625,2265,77
16.5,blue,4,98.0,68,o,30.0,chevrolet chevette,US,12.900069444444444,2155,78
18.0,blue,4,97.0,67,x,33.8,subaru dl,Asia,12.780625,2145,80
19.0,red,6,225.0,95,o,18.0,plymouth fury,US,39.79506944444445,3785,75
16.0,green,8,302.0,140,o,13.0,ford gran torino (sw),US,51.21787777777778,4294,72
13.5,green,8,262.0,110,o,20.0,chevrolet monza 2+2,US,28.819002777777772,3221,75
17.0,blue,4,107.0,72,x,32.4,honda accord,Asia,14.566944444444443,2290,80
12.0,green,8,304.0,150,o,16.0,amc rebel sst,US,32.73746944444444,3433,70
14.2,blue,4,134.0,95,x,27.5,toyota corona,Asia,18.204444444444444,2560,78
23.5,blue,4,97.0,54,s,23.0,volkswagen type 3,Europe,14.112544444444444,2254,72
13.0,green,8,351.0,153,o,14.0,ford galaxie 500,US,47.35733611111111,4129,72
15.4,green,8,305.0,130,o,17.0,chevrolet caprice classic,US,40.96000000000001,3840,79
11.5,green,8,400.0,170,o,16.0,pontiac catalina,US,60.52840000000001,4668,75
14.0,blue,4,122.0,86,o,23.0,mercury capri 2000,US,13.69,2220,71
17.0,blue,4,119.0,97,x,24.0,datsun 710,Asia,17.99173611111111,2545,75
18.0,blue,4,151.0,90,o,27.0,pontiac phoenix,US,20.77840277777778,2735,82
13.0,green,8,350.0,145,o,15.0,chevrolet monte carlo s,US,46.285344444444455,4082,73
15.6,blue,4,140.0,86,o,27.0,ford mustang gl,US,21.6225,2790,82
18.6,blue,4,120.0,79,o,28.0,ford ranger,US,19.140625,2625,82
12.0,green,8,350.0,165,o,14.0,chevrolet impala,US,49.210225,4209,71
15.9,blue,4,98.0,83,o,33.5,dodge colt m/m,US,11.960069444444445,2075,77
16.4,blue,4,86.0,64,o,39.0,plymouth champ,US,9.765625,1875,81
16.4,blue,4,140.0,92,o,24.0,ford fairmont futura,US,22.800625000000004,2865,82
13.6,blue,4,140.0,72,o,26.5,ford pinto,US,18.275625,2565,76
13.2,green,8,318.0,140,o,19.4,dodge diplomat,US,38.75062499999999,3735,78
13.5,green,8,318.0,150,o,15.0,plymouth fury iii,US,47.495069444444454,4135,72
15.5,blue,4,122.0,96,o,25.5,plymouth arrow gs,US,14.694444444444445,2300,77
11.5,green,8,304.0,150,o,14.0,amc matador,US,37.4544,3672,73
15.0,blue,4,121.0,80,o,27.4,amc spirit dl,US,19.8025,2670,79
15.0,green,8,302.0,130,o,13.0,ford f108,US,41.6025,3870,76
17.7,red,6,225.0,100,o,19.0,plymouth volare custom,US,36.6025,3630,77
13.6,red,6,163.0,125,s,17.0,volvo 264gl,Europe,27.38777777777777,3140,78
14.0,blue,4,116.0,90,s,28.0,opel 1900,Europe,12.519802777777779,2123,71
16.5,blue,4,108.0,94,x,22.0,datsun 610,Asia,15.721225,2379,73
14.5,blue,4,88.0,76,s,30.0,fiat 124b,Europe,11.845069444444444,2065,71
13.5,black,3,70.0,90,x,18.0,maxda rx3,Asia,12.5316,2124,73
14.0,green,8,318.0,150,o,14.0,plymouth satellite custom (sw),US,46.172025,4077,72
14.5,red,6,146.0,97,x,22.0,datsun 810,Asia,22.011736111111112,2815,77
17.6,blue,4,151.0,85,o,23.8,oldsmobile starfire sx,US,22.64173611111111,2855,78
17.6,red,6,200.0,81,o,24.0,ford maverick,US,25.200399999999995,3012,76
14.5,blue,4,97.0,78,s,26.0,opel manta,Europe,14.694444444444445,2300,74
21.0,blue,4,97.0,46,s,26.0,volkswagen super beetle,Europe,10.5625,1950,73
12.9,blue,4,135.0,84,o,30.0,plymouth reliant,US,15.800625,2385,81
14.2,blue,4,90.0,70,s,29.0,vw rabbit,Europe,10.422136111111113,1937,76
13.5,green,8,351.0,153,o,14.0,ford galaxie 500,US,47.93254444444444,4154,71
12.6,red,6,168.0,116,x,25.4,toyota cressida,Asia,23.36111111111111,2900,81
16.0,red,6,232.0,100,o,19.0,amc hornet,US,23.377225,2901,74
12.5,green,8,400.0,167,o,12.0,ford country,US,66.85787777777776,4906,73
19.0,blue,4,97.0,88,x,20.0,toyota carina,Asia,14.427336111111114,2279,73
14.5,blue,4,97.0,88,x,27.0,datsun pl510,Asia,12.6025,2130,71
17.3,blue,4,140.0,88,o,22.3,ford fairmont 4,US,23.200277777777767,2890,79
15.0,green,8,307.0,200,o,10.0,chevy c20,US,53.19271111111111,4376,70
15.0,green,8,267.0,125,o,19.2,chevrolet malibu classic (sw),US,36.10006944444445,3605,79
14.5,blue,4,156.0,92,o,26.0,chrysler lebaron medallion,US,18.561736111111113,2585,82
18.0,red,6,258.0,110,o,16.0,amc matador,US,36.64284444444445,3632,74
14.7,blue,4,91.0,69,s,37.3,fiat strada custom,Europe,12.6025,2130,79
15.5,blue,4,79.0,67,s,26.0,volkswagen dasher,Europe,10.703802777777776,1963,74
18.2,red,6,232.0,90,o,20.2,amc concord dl 6,US,29.61173611111111,3265,79
14.0,green,8,318.0,150,o,13.0,dodge d100,US,39.16673611111111,3755,76
15.0,red,6,199.0,90,o,21.0,amc gremlin,US,19.47751111111111,2648,70
16.5,blue,4,90.0,71,s,25.0,volkswagen dasher,Europe,13.727025,2223,75
16.9,red,6,231.0,105,o,20.5,buick skylark,US,32.58506944444444,3425,77
17.3,blue,4,89.0,62,x,37.7,toyota tercel,Asia,11.673611111111109,2050,81
14.5,blue,4,120.0,88,x,36.0,nissan stanza xe,Asia,12.96,2160,82
13.5,red,6,156.0,122,x,20.0,toyota mark ii,Asia,21.88680277777778,2807,73
19.4,blue,4,85.0,65,x,37.0,datsun 210 mpg,Asia,10.835069444444445,1975,81
16.5,red,6,250.0,88,o,18.0,ford maverick,US,25.351225000000003,3021,73
17.3,blue,4,151.0,90,o,27.0,chevrolet camaro,US,24.17361111111111,2950,82
16.6,blue,4,98.0,68,x,29.5,honda accord lx,Asia,12.661736111111107,2135,78
16.4,red,6,250.0,110,o,17.5,chevrolet concours,US,34.417777777777765,3520,77
15.4,blue,4,140.0,88,o,25.1,ford fairmont (man),US,20.55111111111111,2720,78
