Loan Status,Current Loan Amount,Credit Score,Years in current job,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,DTI Ratio,dti_ratio,Term_Long Term,Term_Short Term,Home Ownership_Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Purpose_BusinessLoan,Purpose_CarPurchase,Purpose_DebtConsolidation,Purpose_EducationalExpenses,Purpose_HomeImprovements,Purpose_HomePurchase,Purpose_MajorPurchase,Purpose_MedicalBills,Purpose_Moving,Purpose_Other,Purpose_RenewableEnergyPurchase,Purpose_Vacation,Purpose_Wedding
1,7224,746.0,5.0,2.5,23.4,8,0,7811,23457,0.0,0,21.6,21.62248355590991,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,17829,658.0,3.0,2.8200000000000003,84.05,17,0,29103,39704,0.0,0,30.0,30.00504795557799,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,726.0,1.0,3.13,25.0,15,0,17223,44968,0.0,0,21.6,21.604264337550575,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,677.0,10.0,2.92,13.0,7,0,45505,131519,0.0,0,31.5,31.502667693042763,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,751.0,8.0,3.0,42.0,10,0,2847,3135,0.0,0,8.47,8.468015370705244,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,710.0,10.0,3.5300000000000002,4.0,7,0,57,1000,0.0,0,9.76,9.759429759429759,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,737.0,7.0,2.27,76.0,12,0,11818,19031,0.0,0,25.5,25.496277915632753,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,12037,691.0,1.0,2.77,59.0,7,0,26636,29695,0.0,0,14.1,14.094361168004932,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,716.0,10.0,2.8,46.0,12,0,16670,19339,0.0,0,14.9,14.904462396041374,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,716.0,3.0,2.24,27.0,6,0,13649,18671,0.0,0,10.4,10.403940886699507,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,732.0,2.0,3.08,58.36,18,0,37276,42167,0.0,0,31.2,31.205274994888573,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,712.0,3.0,2.42,41.0,12,1,14385,19841,1.0,0,19.5,19.496101713378668,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,741.0,3.0,2.77,37.85,14,0,38921,68887,0.0,0,13.2,13.20007751723374,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,749.0,8.0,2.75,11.45,6,0,11210,30217,0.0,0,6.22,6.23189540436859,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,744.0,10.0,3.43,10.0,14,0,31960,36236,0.0,0,28.6,28.594622988395972,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,707.0,5.0,2.85,40.0,10,1,8856,12965,0.0,0,7.93,7.925267440108483,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,742.0,10.0,3.31,60.0,4,0,5467,19809,0.0,0,9.87,9.864053114132153,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,712.0,10.0,3.04,2.37,16,0,25437,31211,0.0,0,29.6,29.595753368721926,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,749.0,2.0,2.88,41.93,8,0,56514,119479,0.0,0,5.78,5.777254734139296,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,657.0,10.0,2.67,78.93,11,0,16062,18462,0.0,0,27.8,27.80890292350005,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,728.0,1.0,3.84,7.0,17,0,33787,47254,0.0,0,10.2,10.2033004888398,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,728.0,10.0,3.45,27.0,10,2,7279,11355,2.0,0,18.1,18.10557474099655,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,744.0,5.0,3.01,52.0,10,0,51115,422439,0.0,0,9.97,9.97355974339257,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,727.0,7.0,3.43,59.16,6,1,635,2116,1.0,0,24.0,24.005275884809848,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,744.0,6.0,2.83,32.74,7,0,1793,4981,0.0,0,4.22,4.215861918287088,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,738.0,10.0,3.04,25.69,11,1,19588,23403,1.0,0,21.0,21.00488407342952,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,737.0,10.0,2.93,44.55,9,1,2940,5095,1.0,0,18.6,18.593099231974325,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,746.0,1.0,2.27,58.25,14,0,9415,14094,0.0,0,32.2,32.1952810699141,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,738.0,10.0,3.37,76.0,16,0,19409,95611,0.0,0,19.66,19.659398193429606,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,739.0,1.0,2.98,28.0,9,0,5119,12765,0.0,0,9.49,9.495951945677723,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,700.0,10.0,3.0,75.19,12,0,11844,13934,0.0,0,13.8,13.804109315778975,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,736.0,10.0,2.69,4.0,12,1,10635,23686,1.0,0,12.5,12.504019292604502,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,606.0,4.0,2.84,27.56,13,0,24188,29607,0.0,0,16.6,16.597795069313417,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,691.0,9.0,3.05,12.0,14,0,16743,28426,0.0,0,9.29,9.287878402118288,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,734.0,3.0,3.8,31.0,8,0,1339,83718,0.0,0,13.6,13.604641385689062,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,719.0,10.0,2.69,79.0,7,0,7136,9196,0.0,0,16.1,16.104348949084688,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,732.0,10.0,3.09,52.0,10,0,18385,24578,0.0,0,10.9,10.894784626248361,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,705.0,10.0,2.79,21.77,15,0,20055,27473,0.0,0,17.9,17.89243124847895,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,745.0,8.0,2.71,26.32,10,0,16774,47926,0.0,0,12.2,12.191656980498514,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,693.0,2.0,2.42,9.0,14,0,7054,12596,0.0,0,25.8,25.812067622669172,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,739.0,1.0,2.2,68.94,18,0,8454,16545,0.0,0,14.5,14.496129856466519,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,711.0,0.5,3.66,7.0,9,0,8766,9961,0.0,0,34.4,34.405209575346234,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,747.0,10.0,2.74,63.73,19,0,28617,64164,0.0,0,27.6,27.592245591299935,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,742.0,10.0,3.07,18.28,11,0,23327,78279,0.0,0,9.94,9.9333134268936,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,744.0,5.0,2.86,44.0,4,0,8523,26886,0.0,0,7.47,7.46989742827412,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,13838,683.7024771,7.0,2.77,7.61,13,0,20372,36184,0.0,0,13.32,13.317655312291961,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,21800,744.0,10.0,3.3,57.0,7,0,17300,62455,0.0,0,24.2,24.1951461119366,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,16121,749.8564077,5.0,3.13,55.58,6,0,22584,33458,0.0,0,53.55,53.58579613103148,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3057,743.0662234,2.0,2.56,35.48,10,0,3437,25085,0.0,0,10.26,10.259243550664548,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,17422,703.8068451,10.0,2.75,13.84,11,0,22841,25985,0.0,0,12.73,12.728864845180956,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,11119,732.9180249,0.5,3.68,58.0,8,1,3348,9994,1.0,0,-7.47,-7.461170969305952,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,8018,751.4359979,1.0,2.66,28.57,12,0,9126,9920,0.0,0,6.21,6.21020155231388,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,17804,703.0521241,0.5,2.89,-8.62,6,0,28191,36096,0.0,0,4.17,4.171536836736199,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,14435,733.0815019,10.0,3.14,51.0,14,1,8390,15537,1.0,0,24.47,24.4635671707263,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,17966,718.5952241,7.0,2.74,18.57,11,0,11553,28247,0.0,0,3.01,3.017097501595923,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,21867,674.3269793,5.0,2.85,62.0,11,2,16452,23878,2.0,0,10.14,10.139440249352878,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,20916,715.6023804,10.0,3.02,6.0,13,0,64262,245276,0.0,0,7.62,7.620405231469716,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,14113,721.0091229,1.0,3.04,41.0,12,0,18260,26197,0.0,0,11.85,11.8449288963197,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,12133,715.7253986,1.0,3.38,31.72,14,0,62538,64941,0.0,0,28.01,28.009206876495508,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,13678,701.4599678,10.0,2.99,61.25,15,0,32320,66639,0.0,0,12.06,12.059348679324494,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,14862,674.933738,8.0,2.5700000000000003,71.0,12,1,19211,24165,0.0,0,18.89,18.892684760851697,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,9976,790.1452049,1.0,2.65,55.59,7,0,7929,10671,0.0,0,12.94,12.928118085916928,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,20036,751.3241615,1.0,2.87,64.01,10,0,7966,37577,0.0,0,22.49,22.475978904067503,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,28647,748.5095158,10.0,3.45,63.07,16,0,48318,50384,0.0,0,29.14,29.1450526038265,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5519,706.1224491,1.0,1.8399999999999999,57.12,8,0,13751,34990,0.0,0,18.62,18.607624749462655,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,20220,757.8124969,2.0,3.32,2.0,13,0,16820,40239,0.0,0,11.57,11.572354714621866,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,12107,754.7925699,10.0,3.37,77.2,15,0,17481,38169,0.0,0,9.53,9.538271106719867,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,20152,757.61216,5.0,2.88,35.86,6,0,14513,15606,0.0,0,21.74,21.735868106330596,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,17764,756.4253139,10.0,2.86,69.83,11,0,17602,23982,0.0,0,11.54,11.54216073322147,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,17190,696.2959228,5.0,2.07,16.0,15,0,15421,33968,0.0,0,23.9,23.897794385281745,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,7540,738.4409411,5.0,2.61,43.0,8,0,5276,8142,0.0,0,9.48,9.472182398573015,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,29055,670.6532253,2.0,2.47,40.22,19,0,21011,43501,0.0,0,21.56,21.562891945647166,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,21609,720.4147612,10.0,2.66,36.83,11,0,21838,29313,0.0,0,7.98,7.978412710679171,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,20316,711.8382201,10.0,3.07,36.0,13,0,15727,27115,0.0,0,15.9,15.904529962904876,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,19435,785.9140621,10.0,3.08,20.0,10,0,19212,28761,0.0,0,6.76,6.756810844215935,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,7263,712.3861316,1.0,3.33,18.57,7,1,6014,8692,1.0,0,9.41,9.419055263682445,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3545,746.389678,3.0,2.48,22.0,6,0,3407,10748,0.0,0,3.05,3.0750170067067972,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,18208,694.7236609,10.0,2.81,34.0,19,0,13432,26651,0.0,0,1077.84,1078.4055037592539,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,8098,664.840759,5.0,2.71,53.9,7,0,11560,13078,0.0,0,35.57,35.55328584533164,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,12151,722.3379383,7.0,3.09,70.0,5,0,8501,17313,0.0,0,17.75,17.746387885293682,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,7076,728.9703104,6.0,3.0,63.43,8,0,36105,36142,0.0,0,20.03,20.032100641847123,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,24346,707.7488169,10.0,3.24,15.54,22,1,21012,33247,1.0,0,17.24,17.24479248210144,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,26640,733.5504475,6.0,2.94,19.78,13,0,45011,54035,0.0,0,20.1,20.09456830935909,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,9909,751.1773115,5.0,2.9699999999999998,32.54,8,0,9959,64249,0.0,0,13.92,13.914206736115316,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,15602,708.3539596,10.0,2.89,4.0,11,0,11890,14431,0.0,0,12.02,12.026200668196964,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,28566,719.2431768,10.0,3.04,76.18,14,0,30874,41498,0.0,0,20.42,20.419567651065684,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2355,751.2375799,1.0,2.2800000000000002,24.86,7,0,2317,4124,0.0,0,1.17,1.1707382967092368,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4104,703.9858325,10.0,3.59,67.88,14,0,13844,20419,0.0,0,44.32,44.343052000130115,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2197,744.26315,9.0,3.56,75.0,23,0,12199,44684,0.0,0,14.98,14.979181647182443,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,7868,691.1507263,10.0,2.9,64.0,6,0,5495,6784,0.0,0,45.21,45.21643131063375,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5872,668.2311935,3.0,2.25,50.0,9,1,5249,11098,1.0,0,-34.99,-34.97945031457676,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,18447,677.1972969,0.5,3.67,42.19,5,1,4345,5111,1.0,0,11.95,11.964941355982896,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,22275,719.0074649,4.0,2.85,11.0,17,1,6171,12991,1.0,0,19.55,19.561932233857224,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,6246,724.634147,2.0,2.54,17.49,19,0,543,60291,0.0,0,11.53,11.533037476730133,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5601,738.0,7.0,2.62,13.0,18,0,12875,52550,0.0,0,19.3,19.292141571685665,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,12974,756.4136494,1.0,2.89,29.53,9,0,13076,48611,0.0,0,11.89,11.895053822036566,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,23962,744.4956148,6.0,2.88,10.0,13,0,11288,25253,0.0,0,10.51,10.512464144534361,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,18031,707.1163796,1.0,2.56,6.13,17,0,19025,44040,0.0,0,20.04,20.038718867371074,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5896,734.3256316,1.0,2.84,45.23,8,1,4629,5996,1.0,0,13.62,13.618811027650962,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5879,698.3975107,3.0,2.49,29.51,12,0,5672,21483,0.0,0,-244.93,-244.84288163633278,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,25238,738.6593701,3.0,3.35,63.2,14,0,23100,34324,0.0,0,22.07,22.073063168837624,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3546,703.537841,10.0,2.52,38.56,6,1,2336,4055,1.0,0,11.94,11.94133405991817,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,5944,698.9964326,10.0,2.56,30.2,14,0,29083,58517,0.0,0,22.61,22.615966034808416,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,29061,688.5027603,6.0,2.71,55.95,20,0,32931,53547,0.0,0,-73.84,-73.85165226153458,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,19803,702.1556752,4.0,2.71,29.0,13,0,24622,30701,0.0,0,18.95,18.95616616058586,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1955,765.8498971,1.0,2.56,21.0,13,4,697,2544,0.0,2,7.88,7.880754179284163,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,24668,723.8808687,1.0,2.69,44.38,8,0,0,0,0.0,0,8.39,8.382384989826221,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,12840,727.6793544,5.0,2.79,57.0,10,0,2510,9330,0.0,0,6.39,6.3870920062369025,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,15646,697.3293963,1.0,2.71,20.23,14,0,13484,14562,0.0,0,7.63,7.62686599125719,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5945,673.2059857,9.0,3.09,40.0,9,0,6519,9716,0.0,0,56.04,56.05427877225977,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,21618,714.0,1.0,3.16,27.09,8,0,19919,24321,0.0,0,12.2,12.189227933647349,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,9444,777.9545639,5.0,3.77,67.98,5,0,13504,17515,0.0,0,4.02,4.023563283340515,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5387,736.3206477,9.0,2.87,82.79,9,0,4164,8133,0.0,0,5.95,5.959163493914768,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,20192,719.6351344,1.0,3.2800000000000002,21.0,9,0,41077,77503,0.0,0,28.08,28.079119485466254,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,14208,741.0,5.0,2.65,14.36,7,0,10754,12726,0.0,0,22.4,22.398018073815486,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,24401,704.1366113,10.0,2.91,6.0,8,0,32468,47192,0.0,0,23.12,23.115575374596478,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,24503,694.0,10.0,3.32,9.0,13,0,13720,23216,0.0,0,22.1,22.096100500589866,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,6883,726.0,8.0,3.32,90.08,12,1,10436,23088,1.0,0,16.4,16.391547305543067,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,6959,693.4177115,10.0,2.75,39.0,12,0,6182,24629,0.0,0,8.74,8.731492914799459,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,14067,708.3928679,10.0,3.29,35.74,15,0,11888,40573,0.0,0,13.35,13.350923964305567,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,8490,752.1593125,7.0,3.02,74.0,11,0,12301,18036,0.0,0,11.23,11.228254296834239,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,990,674.3958038,2.0,2.08,21.24,5,0,1300,2871,0.0,0,2.3,2.296403762249914,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,9844,706.8933338,4.0,2.49,24.16,14,0,3975,6495,0.0,0,7.07,7.077460446251026,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,9198,743.0563094,6.0,3.0,29.0,6,0,3764,4888,0.0,0,11.33,11.331212334265544,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10758,742.6077032,2.0,2.81,49.0,8,1,14137,18335,0.0,0,7.55,7.55133124073443,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,35221,666.7484115,10.0,3.14,5.0,21,0,109930,134718,0.0,0,17.12,17.117201981422888,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,10551,775.8545496,10.0,2.94,34.58,15,0,28478,31854,0.0,0,14.42,14.423894765685255,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,27698,770.8333446,0.5,2.9,5.0,6,0,4037,4899,0.0,0,16.88,16.88372269270847,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,22425,737.0,10.0,3.42,29.89,11,0,20125,28833,0.0,0,31.7,31.705364291433145,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4919,727.2344981,5.0,2.55,26.0,10,0,8888,23145,0.0,0,5.52,5.513307153119613,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3922,704.7654654,8.0,2.79,0.03,5,0,3684,4314,0.0,0,2.64,2.644908015896246,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,6197,710.895426,10.0,2.3,23.52,11,0,16868,18495,0.0,0,25.4,25.401425599997545,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,24988,709.3569506,1.0,2.75,25.98,13,0,62181,75279,0.0,0,22.73,22.73312770956046,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,9634,758.5024672,9.0,2.84,47.93,12,0,5082,10184,0.0,0,23.25,23.255551090527344,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,15227,694.0,10.0,2.79,9.29,16,0,43531,61311,0.0,0,35.0,34.9955839391263,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,28292,685.8205856,10.0,2.8,38.17,32,0,37518,74294,0.0,0,16.88,16.880239743095288,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,27692,725.0,4.0,2.71,18.62,13,0,21033,46844,0.0,0,12.7,12.699696663296258,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,12708,748.1420855,10.0,3.41,22.31,15,0,20064,34007,0.0,0,5.52,5.522021009234365,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,18621,705.9979559,1.0,2.56,7.0,13,0,7749,37434,0.0,0,9.51,9.51685769776114,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3967,726.5585307,9.0,2.92,17.0,8,1,2209,2494,0.0,1,5.84,5.84200281374601,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4917,705.712049,3.0,2.71,71.0,12,0,5094,7569,0.0,0,29.91,29.915121588651918,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,18508,733.5860458,10.0,3.07,68.0,14,0,23060,56381,0.0,0,9.03,9.025078074978442,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,35046,684.55496,1.0,2.83,41.06,17,0,76665,87717,0.0,0,20.89,20.886649114037915,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9917,694.2584758,0.5,2.98,56.0,9,0,10189,21271,0.0,0,28.38,28.40400408582723,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,14247,694.0851582,10.0,3.31,5.0,11,0,24330,36314,0.0,0,25.46,25.447566030954743,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,15360,714.3250812,10.0,2.87,18.0,8,0,15628,16382,0.0,0,7.31,7.311133101134937,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,28115,714.8567087,10.0,2.83,47.19,7,0,19236,23985,0.0,0,8.4,8.402540781689314,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,14678,778.7928779,5.0,2.45,8.4,18,0,10326,31480,0.0,0,23.63,23.62945091396443,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,8409,728.849742,1.0,2.67,74.4,7,0,3565,11210,0.0,0,-26.7,-26.699088002516184,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,32209,712.9919137,10.0,3.07,41.85,14,0,358761,850144,0.0,0,13.48,13.478647066386563,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4268,759.4147675,10.0,3.21,16.0,12,0,19539,23124,0.0,0,7.9,7.905735649850061,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,34899,667.1723225,2.0,2.86,21.0,13,0,36709,41668,0.0,0,15.09,15.09094945257867,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,19908,722.4889824,9.0,2.65,29.64,9,0,32712,39223,0.0,0,13.01,13.014630587524826,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,15360,738.6365707,4.0,2.56,70.77,8,0,16969,28858,0.0,0,39.47,39.47993250936158,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,10124,735.7164405,0.5,2.75,43.0,7,0,7991,15397,0.0,0,12.36,12.370419468522755,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5993,727.0,10.0,2.94,31.0,10,0,35232,61702,0.0,0,39.1,39.09607652849022,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6142,710.6790584,4.0,2.8200000000000003,54.59,10,0,6354,15348,0.0,0,21.09,21.084075059649486,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,20097,768.9745318,1.0,3.13,19.0,8,0,15023,36551,0.0,0,11.34,11.340356462450476,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
